id	choice_key	dilemma_key	payload_key	value	target_key
196623	SECOND	sm0_rd_wh3_main_sc_cth_cathay_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196624	THIRD	sm0_rd_wh3_main_sc_cth_cathay_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196625	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196626	FIRST	sm0_rd_wh3_main_sc_dae_daemons_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196627	FIRST	sm0_rd_wh3_main_sc_dae_daemons_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196628	SECOND	sm0_rd_wh3_main_sc_dae_daemons_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196629	THIRD	sm0_rd_wh3_main_sc_dae_daemons_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196630	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196631	FIRST	sm0_rd_wh3_main_sc_kho_khorne_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196632	FIRST	sm0_rd_wh3_main_sc_kho_khorne_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196633	SECOND	sm0_rd_wh3_main_sc_kho_khorne_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196634	THIRD	sm0_rd_wh3_main_sc_kho_khorne_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196635	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196636	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196637	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196638	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196639	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196640	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196641	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196642	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196643	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196644	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196645	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196646	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196647	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196648	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196649	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196650	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196651	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196652	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196653	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196654	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196655	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196656	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196657	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196658	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196659	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196660	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196661	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196662	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196663	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196664	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196665	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196666	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196667	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196668	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196669	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196670	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196671	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196672	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196673	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196674	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196675	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196676	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196677	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196678	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196679	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196680	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196681	FIRST	sm0_rd_wh_main_sc_chs_chaos_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196682	FIRST	sm0_rd_wh_main_sc_chs_chaos_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196683	SECOND	sm0_rd_wh_main_sc_chs_chaos_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196684	THIRD	sm0_rd_wh_main_sc_chs_chaos_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196685	FOURTH	sm0_rd_wh_main_sc_chs_chaos_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196686	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196687	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196688	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196689	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196690	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196691	FIRST	sm0_rd_wh_main_sc_emp_empire_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196692	FIRST	sm0_rd_wh_main_sc_emp_empire_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196693	SECOND	sm0_rd_wh_main_sc_emp_empire_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196694	THIRD	sm0_rd_wh_main_sc_emp_empire_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196695	FOURTH	sm0_rd_wh_main_sc_emp_empire_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196696	FIRST	sm0_rd_wh_main_sc_grn_greenskins_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196697	FIRST	sm0_rd_wh_main_sc_grn_greenskins_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196698	SECOND	sm0_rd_wh_main_sc_grn_greenskins_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196699	THIRD	sm0_rd_wh_main_sc_grn_greenskins_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196700	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196701	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196702	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196703	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196704	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196705	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196706	FIRST	sm0_rd_wh_main_sc_teb_teb_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196707	FIRST	sm0_rd_wh_main_sc_teb_teb_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196708	SECOND	sm0_rd_wh_main_sc_teb_teb_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196709	THIRD	sm0_rd_wh_main_sc_teb_teb_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196710	FOURTH	sm0_rd_wh_main_sc_teb_teb_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196711	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196712	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196713	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196714	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196715	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196716	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196717	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196718	SECOND	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196719	THIRD	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196720	FOURTH	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196721	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196722	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196723	SECOND	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196724	THIRD	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196725	FOURTH	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196726	FIRST	sm0_rd_wh2_main_rogue_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196727	FIRST	sm0_rd_wh2_main_rogue_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196728	SECOND	sm0_rd_wh2_main_rogue_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196729	THIRD	sm0_rd_wh2_main_rogue_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196730	FOURTH	sm0_rd_wh2_main_rogue_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196731	FIRST	sm0_rd_wh2_main_rogue_chaos_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196732	FIRST	sm0_rd_wh2_main_rogue_chaos_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196733	SECOND	sm0_rd_wh2_main_rogue_chaos_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196734	THIRD	sm0_rd_wh2_main_rogue_chaos_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196735	FOURTH	sm0_rd_wh2_main_rogue_chaos_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196736	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196737	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196738	SECOND	sm0_rd_wh2_main_sc_def_dark_elves_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196739	THIRD	sm0_rd_wh2_main_sc_def_dark_elves_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196740	FOURTH	sm0_rd_wh2_main_sc_def_dark_elves_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196741	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196742	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196743	SECOND	sm0_rd_wh2_main_sc_hef_high_elves_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196744	THIRD	sm0_rd_wh2_main_sc_hef_high_elves_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196745	FOURTH	sm0_rd_wh2_main_sc_hef_high_elves_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196746	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196747	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196748	SECOND	sm0_rd_wh2_main_sc_lzd_lizardmen_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196749	THIRD	sm0_rd_wh2_main_sc_lzd_lizardmen_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196750	FOURTH	sm0_rd_wh2_main_sc_lzd_lizardmen_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196751	FIRST	sm0_rd_wh2_main_sc_skv_skaven_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196752	FIRST	sm0_rd_wh2_main_sc_skv_skaven_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196753	SECOND	sm0_rd_wh2_main_sc_skv_skaven_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196754	THIRD	sm0_rd_wh2_main_sc_skv_skaven_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196755	FOURTH	sm0_rd_wh2_main_sc_skv_skaven_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196756	FIRST	sm0_rd_wh3_main_sc_cth_cathay_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196757	FIRST	sm0_rd_wh3_main_sc_cth_cathay_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196758	SECOND	sm0_rd_wh3_main_sc_cth_cathay_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196759	THIRD	sm0_rd_wh3_main_sc_cth_cathay_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196760	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196761	FIRST	sm0_rd_wh3_main_sc_dae_daemons_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196762	FIRST	sm0_rd_wh3_main_sc_dae_daemons_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196763	SECOND	sm0_rd_wh3_main_sc_dae_daemons_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196764	THIRD	sm0_rd_wh3_main_sc_dae_daemons_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196765	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196766	FIRST	sm0_rd_wh3_main_sc_kho_khorne_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196767	FIRST	sm0_rd_wh3_main_sc_kho_khorne_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196768	SECOND	sm0_rd_wh3_main_sc_kho_khorne_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196769	THIRD	sm0_rd_wh3_main_sc_kho_khorne_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196770	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196771	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196772	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196773	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196774	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196775	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196776	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196777	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196778	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196779	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196780	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196781	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196782	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196783	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196784	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196785	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196786	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196787	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196788	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196789	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196790	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196791	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196792	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196793	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196794	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196795	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196796	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196797	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196798	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196799	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196800	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196801	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196802	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196803	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196804	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196805	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196806	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196807	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196808	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196809	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196810	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196811	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196812	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196813	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196814	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196815	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196816	FIRST	sm0_rd_wh_main_sc_chs_chaos_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196817	FIRST	sm0_rd_wh_main_sc_chs_chaos_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196818	SECOND	sm0_rd_wh_main_sc_chs_chaos_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196819	THIRD	sm0_rd_wh_main_sc_chs_chaos_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196820	FOURTH	sm0_rd_wh_main_sc_chs_chaos_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196821	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196822	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196823	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196824	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196825	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196826	FIRST	sm0_rd_wh_main_sc_emp_empire_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196827	FIRST	sm0_rd_wh_main_sc_emp_empire_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196828	SECOND	sm0_rd_wh_main_sc_emp_empire_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196829	THIRD	sm0_rd_wh_main_sc_emp_empire_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196830	FOURTH	sm0_rd_wh_main_sc_emp_empire_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196831	FIRST	sm0_rd_wh_main_sc_grn_greenskins_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196832	FIRST	sm0_rd_wh_main_sc_grn_greenskins_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196833	SECOND	sm0_rd_wh_main_sc_grn_greenskins_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196834	THIRD	sm0_rd_wh_main_sc_grn_greenskins_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196835	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196836	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196837	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196838	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196839	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196840	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196841	FIRST	sm0_rd_wh_main_sc_teb_teb_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196842	FIRST	sm0_rd_wh_main_sc_teb_teb_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196843	SECOND	sm0_rd_wh_main_sc_teb_teb_10	TEXT_DISPLAY	LOOKUP[rd_second]	default
196844	THIRD	sm0_rd_wh_main_sc_teb_teb_10	TEXT_DISPLAY	LOOKUP[rd_third]	default
196845	FOURTH	sm0_rd_wh_main_sc_teb_teb_10	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196846	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_10	TEXT_DISPLAY	LOOKUP[rd_first]	default
196847	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_10	TEXT_DISPLAY	LOOKUP[rd_first2]	default
